,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13
54,54,1,5.0,2,4.0,2.0,3.0,1,7.0,2,3.0,1.0,6.0,1.0,8
56,56,2,3.0,6,5.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,3
57,57,2,1.0,3,4.0,6.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,9
58,58,1,5.0,2,3.0,5.0,5.0,1,1.0,0,2.0,3.0,2.0,1.0,5
59,59,1,1.0,7,3.0,4.0,4.0,2,2.0,0,1.0,4.0,7.0,1.0,4
60,60,1,5.0,1,2.0,9.0,4.0,1,6.0,3,3.0,1.0,3.0,1.0,1
61,61,2,5.0,3,6.0,1.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,5
62,62,2,5.0,2,4.0,6.0,2.0,1,3.0,0,2.0,3.0,7.0,1.0,1
63,63,2,2.0,5,6.0,1.0,5.0,2,2.0,0,1.0,2.0,7.0,1.0,9
65,65,2,1.0,2,3.0,5.0,4.0,1,6.0,1,3.0,3.0,3.0,1.0,1
66,66,2,2.0,3,3.0,5.0,3.0,2,2.0,0,2.0,3.0,5.0,2.0,1
67,67,1,5.0,4,1.0,3.0,1.0,1,1.0,0,3.0,1.0,5.0,2.0,1
68,68,2,1.0,4,3.0,4.0,5.0,2,3.0,1,1.0,1.0,3.0,1.0,8
69,69,1,5.0,1,2.0,6.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,1
70,70,1,5.0,1,2.0,6.0,5.0,1,4.0,1,3.0,1.0,7.0,1.0,1
71,71,1,1.0,2,3.0,4.0,4.0,2,2.0,0,2.0,3.0,5.0,1.0,4
72,72,1,1.0,4,1.0,1.0,5.0,2,5.0,3,1.0,1.0,5.0,2.0,7
73,73,2,1.0,5,4.0,5.0,5.0,2,5.0,2,1.0,1.0,7.0,1.0,9
74,74,2,1.0,4,4.0,4.0,5.0,2,5.0,3,2.0,1.0,7.0,1.0,8
75,75,1,3.0,6,4.0,8.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,8
76,76,1,5.0,3,4.0,3.0,2.0,1,5.0,1,2.0,3.0,7.0,1.0,2
77,77,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,5.0,2.0,1
78,78,1,5.0,3,3.0,3.0,5.0,1,3.0,0,3.0,1.0,5.0,2.0,5
79,79,2,5.0,3,5.0,1.0,2.0,1,3.0,0,2.0,3.0,7.0,1.0,8
81,81,2,5.0,4,4.0,4.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,5
82,82,1,5.0,1,2.0,6.0,2.0,1,2.0,1,3.0,3.0,7.0,1.0,1
83,83,1,5.0,3,5.0,6.0,5.0,1,1.0,0,2.0,3.0,2.0,1.0,2
84,84,1,5.0,5,4.0,3.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,3
85,85,2,3.0,3,4.0,1.0,3.0,1,3.0,1,2.0,1.0,7.0,1.0,3
86,86,1,5.0,2,3.0,3.0,5.0,1,6.0,3,2.0,1.0,5.0,1.0,8
87,87,2,5.0,4,6.0,1.0,2.0,1,1.0,0,2.0,3.0,7.0,1.0,2
88,88,2,1.0,5,4.0,5.0,4.0,3,3.0,0,1.0,1.0,7.0,1.0,8
89,89,2,1.0,2,4.0,1.0,5.0,2,2.0,0,1.0,1.0,3.0,1.0,8
90,90,2,5.0,1,2.0,6.0,5.0,1,6.0,2,3.0,3.0,3.0,1.0,1
91,91,2,1.0,4,4.0,4.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,9
92,92,2,5.0,2,5.0,9.0,5.0,1,5.0,2,3.0,1.0,7.0,1.0,9
93,93,2,5.0,2,3.0,1.0,4.0,1,2.0,0,3.0,1.0,7.0,1.0,5
94,94,2,5.0,5,6.0,1.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,8
95,95,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,7.0,1.0,1
96,96,2,5.0,3,5.0,1.0,1.0,1,1.0,0,2.0,3.0,7.0,1.0,8
97,97,2,5.0,1,1.0,9.0,5.0,1,3.0,1,2.0,5.0,5.0,1.0,8
98,98,1,1.0,3,5.0,5.0,5.0,2,2.0,0,2.0,3.0,7.0,1.0,5
100,100,1,2.0,3,4.0,1.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,5
101,101,2,1.0,5,5.0,1.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,8
102,102,2,1.0,6,4.0,8.0,4.0,3,2.0,0,1.0,1.0,7.0,1.0,1
103,103,2,1.0,4,3.0,2.0,5.0,2,3.0,1,2.0,3.0,7.0,1.0,7
104,104,1,1.0,5,5.0,1.0,4.0,2,2.0,0,1.0,1.0,7.0,1.0,9
105,105,2,1.0,3,3.0,1.0,5.0,2,2.0,0,1.0,2.0,6.0,1.0,8
106,106,1,5.0,2,4.0,3.0,2.0,1,2.0,0,2.0,3.0,7.0,1.0,3
107,107,2,5.0,2,2.0,6.0,5.0,1,5.0,3,1.0,1.0,7.0,1.0,1
108,108,1,3.0,4,6.0,9.0,2.0,1,1.0,0,2.0,1.0,7.0,1.0,1
109,109,2,1.0,3,5.0,4.0,3.0,1,2.0,0,1.0,1.0,7.0,1.0,3
110,110,1,1.0,4,4.0,1.0,5.0,2,3.0,0,2.0,3.0,3.0,1.0,8
111,111,2,1.0,3,4.0,2.0,5.0,2,2.0,0,1.0,1.0,1.0,1.0,9
112,112,1,4.0,6,4.0,8.0,4.0,1,1.0,0,1.0,1.0,7.0,1.0,3
113,113,2,5.0,1,1.0,6.0,5.0,1,9.0,6,3.0,1.0,8.0,1.0,1
114,114,2,1.0,4,4.0,4.0,5.0,2,4.0,0,1.0,1.0,3.0,1.0,7
115,115,1,1.0,7,3.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,6
116,116,1,3.0,3,6.0,1.0,5.0,1,1.0,0,1.0,1.0,1.0,1.0,9
117,117,2,1.0,3,4.0,1.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,6
118,118,1,5.0,1,2.0,6.0,5.0,1,5.0,3,3.0,1.0,5.0,1.0,1
119,119,2,5.0,1,2.0,6.0,5.0,1,6.0,4,3.0,1.0,7.0,1.0,1
120,120,2,1.0,3,3.0,2.0,5.0,2,2.0,0,1.0,1.0,5.0,2.0,5
121,121,2,1.0,5,5.0,1.0,4.0,2,2.0,0,1.0,1.0,7.0,1.0,7
122,122,2,1.0,5,5.0,4.0,5.0,2,3.0,0,1.0,1.0,8.0,1.0,6
123,123,2,5.0,1,1.0,9.0,5.0,1,5.0,3,3.0,1.0,7.0,1.0,5
124,124,1,1.0,6,6.0,1.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,9
125,125,2,3.0,5,3.0,1.0,2.0,1,2.0,0,1.0,2.0,7.0,1.0,7
127,127,2,5.0,3,4.0,9.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,1
128,128,2,1.0,4,4.0,5.0,4.0,3,4.0,2,2.0,2.0,3.0,1.0,7
129,129,1,1.0,7,3.0,8.0,5.0,3,3.0,0,1.0,1.0,7.0,1.0,3
130,130,2,1.0,4,5.0,5.0,5.0,3,4.0,2,1.0,1.0,7.0,1.0,7
131,131,1,1.0,3,6.0,1.0,2.0,2,2.0,0,2.0,3.0,7.0,1.0,6
133,133,1,5.0,3,3.0,6.0,2.0,1,3.0,0,2.0,3.0,3.0,1.0,2
134,134,2,1.0,4,4.0,5.0,5.0,3,3.0,1,1.0,1.0,7.0,1.0,6
135,135,2,5.0,2,3.0,6.0,5.0,1,5.0,1,3.0,1.0,6.0,1.0,1
136,136,2,1.0,4,3.0,7.0,2.0,2,4.0,2,2.0,1.0,7.0,1.0,5
137,137,2,4.0,6,3.0,8.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,6
138,138,2,1.0,5,3.0,5.0,5.0,3,4.0,2,1.0,1.0,7.0,1.0,7
139,139,1,1.0,3,4.0,1.0,3.0,2,3.0,1,2.0,1.0,7.0,1.0,6
140,140,1,2.0,3,2.0,4.0,5.0,2,2.0,2,2.0,5.0,5.0,1.0,2
141,141,1,5.0,3,5.0,9.0,5.0,1,2.0,0,1.0,1.0,3.0,1.0,1
142,142,1,5.0,2,4.0,2.0,5.0,1,5.0,0,3.0,1.0,7.0,1.0,2
143,143,2,4.0,6,2.0,8.0,4.0,1,2.0,0,3.0,1.0,7.0,1.0,1
144,144,2,5.0,3,5.0,2.0,2.0,1,1.0,0,2.0,3.0,7.0,1.0,7
145,145,2,2.0,3,5.0,1.0,5.0,1,2.0,0,1.0,2.0,7.0,1.0,9
146,146,1,5.0,2,2.0,6.0,5.0,1,5.0,2,3.0,1.0,5.0,2.0,7
147,147,1,1.0,7,6.0,8.0,5.0,3,2.0,0,2.0,2.0,7.0,1.0,8
148,148,1,5.0,4,4.0,5.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,3
149,149,2,5.0,1,2.0,4.0,5.0,1,4.0,2,3.0,1.0,5.0,1.0,1
150,150,2,3.0,4,6.0,4.0,2.0,1,1.0,0,2.0,3.0,7.0,1.0,2
151,151,2,5.0,3,6.0,1.0,1.0,1,2.0,0,2.0,3.0,7.0,1.0,9
152,152,1,3.0,4,6.0,1.0,5.0,1,1.0,0,2.0,3.0,3.0,1.0,7
154,154,2,1.0,4,4.0,5.0,5.0,3,4.0,2,1.0,1.0,7.0,1.0,7
155,155,2,1.0,5,4.0,1.0,2.0,2,2.0,0,2.0,3.0,1.0,1.0,8
156,156,1,5.0,4,4.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,2
157,157,1,1.0,5,3.0,1.0,5.0,2,3.0,1,1.0,1.0,7.0,1.0,7
159,159,2,1.0,3,3.0,1.0,3.0,2,4.0,2,2.0,3.0,2.0,1.0,8
160,160,2,1.0,4,4.0,1.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,9
161,161,2,5.0,3,4.0,1.0,2.0,1,2.0,0,2.0,1.0,7.0,1.0,2
162,162,2,5.0,2,4.0,6.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,1
163,163,2,4.0,6,3.0,4.0,5.0,1,1.0,0,1.0,4.0,7.0,1.0,4
164,164,1,1.0,3,4.0,1.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,2
165,165,1,5.0,3,5.0,1.0,2.0,1,4.0,0,2.0,3.0,7.0,1.0,1
166,166,2,1.0,5,3.0,5.0,5.0,3,3.0,0,1.0,1.0,7.0,1.0,9
167,167,2,1.0,6,4.0,1.0,5.0,3,2.0,0,1.0,2.0,7.0,1.0,9
168,168,1,1.0,7,3.0,8.0,4.0,3,2.0,0,1.0,4.0,7.0,1.0,4
169,169,2,5.0,2,4.0,6.0,5.0,1,7.0,0,1.0,1.0,2.0,1.0,7
170,170,2,5.0,1,2.0,3.0,4.0,1,7.0,3,3.0,2.0,7.0,1.0,1
171,171,1,5.0,3,5.0,4.0,2.0,1,4.0,0,2.0,3.0,5.0,1.0,1
172,172,2,5.0,2,4.0,2.0,4.0,1,4.0,1,3.0,1.0,3.0,1.0,2
173,173,1,5.0,1,2.0,3.0,5.0,1,5.0,1,3.0,1.0,2.0,1.0,1
174,174,2,5.0,2,3.0,4.0,5.0,1,4.0,0,3.0,1.0,5.0,2.0,4
175,175,2,3.0,5,6.0,1.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,6
176,176,2,3.0,4,4.0,9.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,2
177,177,1,5.0,3,6.0,1.0,2.0,1,1.0,0,2.0,1.0,7.0,1.0,6
178,178,2,1.0,5,4.0,4.0,1.0,2,3.0,1,1.0,1.0,7.0,1.0,5
179,179,1,1.0,4,5.0,2.0,2.0,2,5.0,3,2.0,3.0,3.0,1.0,5
180,180,2,1.0,7,3.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,6
181,181,1,1.0,2,3.0,3.0,3.0,2,3.0,1,2.0,3.0,7.0,1.0,3
182,182,1,1.0,4,4.0,1.0,5.0,2,5.0,3,1.0,1.0,2.0,1.0,8
183,183,2,1.0,3,4.0,1.0,5.0,2,2.0,0,2.0,3.0,5.0,1.0,8
184,184,2,1.0,6,3.0,8.0,5.0,3,9.0,4,1.0,1.0,5.0,1.0,4
185,185,1,5.0,3,5.0,1.0,5.0,1,7.0,0,3.0,1.0,2.0,3.0,9
188,188,1,5.0,5,3.0,3.0,4.0,1,1.0,0,2.0,4.0,7.0,1.0,4
189,189,2,1.0,6,4.0,5.0,5.0,1,2.0,0,1.0,1.0,5.0,2.0,7
191,191,2,2.0,5,4.0,4.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,5
192,192,2,1.0,3,6.0,1.0,4.0,2,2.0,0,1.0,1.0,2.0,1.0,9
193,193,1,5.0,2,3.0,2.0,5.0,1,4.0,1,3.0,1.0,2.0,1.0,2
194,194,2,1.0,2,5.0,6.0,5.0,3,2.0,0,2.0,3.0,7.0,1.0,1
195,195,1,5.0,3,5.0,1.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,5
196,196,2,5.0,3,5.0,1.0,4.0,1,1.0,0,2.0,3.0,3.0,1.0,4
197,197,1,5.0,2,5.0,2.0,5.0,1,3.0,0,3.0,4.0,7.0,1.0,1
198,198,2,5.0,3,6.0,1.0,3.0,1,1.0,0,2.0,3.0,7.0,1.0,5
199,199,2,5.0,2,3.0,2.0,4.0,1,1.0,0,2.0,3.0,5.0,2.0,2
200,200,2,1.0,4,6.0,1.0,4.0,2,4.0,2,1.0,1.0,7.0,1.0,5
201,201,1,5.0,2,3.0,2.0,4.0,1,4.0,1,3.0,1.0,3.0,1.0,8
202,202,2,5.0,2,3.0,6.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,1
203,203,1,1.0,5,4.0,1.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,8
204,204,2,1.0,3,4.0,1.0,5.0,2,3.0,1,2.0,1.0,7.0,1.0,8
205,205,2,1.0,7,3.0,8.0,5.0,3,2.0,0,1.0,4.0,7.0,1.0,5
206,206,1,1.0,4,4.0,3.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,6
207,207,2,1.0,5,3.0,1.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,8
208,208,2,1.0,3,3.0,1.0,3.0,2,5.0,2,1.0,1.0,7.0,1.0,7
209,209,1,3.0,4,3.0,1.0,3.0,1,5.0,2,1.0,2.0,7.0,1.0,9
210,210,2,3.0,6,3.0,4.0,5.0,1,5.0,3,1.0,1.0,3.0,1.0,5
211,211,1,3.0,5,4.0,7.0,3.0,1,1.0,0,2.0,1.0,7.0,1.0,8
212,212,2,5.0,1,1.0,6.0,3.0,1,4.0,2,3.0,2.0,2.0,1.0,1
213,213,2,5.0,3,5.0,1.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,3
214,214,1,5.0,4,5.0,1.0,3.0,1,1.0,0,1.0,1.0,7.0,1.0,9
215,215,1,1.0,3,3.0,7.0,4.0,2,2.0,0,2.0,3.0,7.0,1.0,4
216,216,2,1.0,6,5.0,8.0,5.0,3,2.0,0,1.0,1.0,5.0,1.0,8
217,217,2,4.0,6,2.0,8.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,1
218,218,2,1.0,5,4.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,7
219,219,2,5.0,2,3.0,5.0,5.0,1,2.0,1,2.0,3.0,3.0,1.0,1
220,220,1,5.0,1,2.0,4.0,5.0,1,5.0,1,1.0,1.0,2.0,1.0,7
221,221,2,5.0,1,2.0,6.0,5.0,1,4.0,2,3.0,1.0,7.0,1.0,1
222,222,1,5.0,2,5.0,6.0,5.0,1,1.0,0,2.0,1.0,7.0,1.0,2
223,223,2,5.0,1,1.0,6.0,4.0,1,2.0,1,3.0,3.0,5.0,2.0,1
224,224,2,1.0,3,5.0,1.0,1.0,2,2.0,0,2.0,3.0,7.0,1.0,7
225,225,1,5.0,2,4.0,6.0,4.0,1,4.0,1,3.0,1.0,1.0,1.0,2
227,227,1,5.0,3,4.0,1.0,1.0,1,1.0,0,1.0,1.0,5.0,1.0,5
228,228,2,3.0,5,4.0,1.0,4.0,1,4.0,0,1.0,2.0,7.0,1.0,5
229,229,1,1.0,5,3.0,8.0,5.0,3,4.0,0,1.0,1.0,5.0,2.0,7
230,230,1,5.0,3,5.0,1.0,4.0,1,1.0,0,2.0,3.0,7.0,1.0,6
231,231,1,5.0,2,3.0,3.0,5.0,1,3.0,0,1.0,1.0,7.0,1.0,2
232,232,1,5.0,2,3.0,6.0,5.0,1,6.0,0,2.0,1.0,6.0,1.0,4
233,233,1,1.0,4,4.0,1.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,4
234,234,2,1.0,3,4.0,3.0,5.0,2,4.0,2,1.0,1.0,3.0,1.0,3
235,235,2,1.0,3,4.0,9.0,5.0,3,6.0,4,2.0,3.0,5.0,1.0,2
236,236,2,1.0,3,5.0,1.0,4.0,2,3.0,1,1.0,1.0,7.0,1.0,9
237,237,2,4.0,7,5.0,8.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,6
238,238,2,1.0,3,4.0,2.0,3.0,1,2.0,0,1.0,1.0,7.0,1.0,9
239,239,1,1.0,6,5.0,1.0,5.0,2,3.0,0,1.0,1.0,2.0,1.0,8
240,240,1,4.0,2,3.0,6.0,4.0,1,4.0,0,3.0,1.0,2.0,3.0,9
241,241,2,5.0,1,2.0,9.0,5.0,1,4.0,2,3.0,1.0,7.0,1.0,1
242,242,1,5.0,2,4.0,1.0,3.0,1,7.0,3,3.0,1.0,2.0,3.0,1
243,243,2,4.0,7,3.0,8.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,1
244,244,2,1.0,4,4.0,1.0,4.0,2,3.0,1,2.0,1.0,7.0,1.0,9
245,245,2,1.0,5,6.0,1.0,5.0,2,3.0,1,1.0,1.0,7.0,1.0,9
246,246,1,1.0,2,4.0,3.0,3.0,3,7.0,3,3.0,3.0,5.0,2.0,2
247,247,2,2.0,2,3.0,1.0,4.0,1,2.0,0,2.0,1.0,7.0,1.0,4
248,248,2,5.0,4,3.0,4.0,5.0,1,1.0,0,2.0,1.0,7.0,1.0,4
249,249,2,3.0,3,3.0,3.0,3.0,1,1.0,0,2.0,3.0,5.0,1.0,3
250,250,2,3.0,4,4.0,4.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,3
251,251,1,5.0,2,3.0,4.0,5.0,1,4.0,0,3.0,1.0,7.0,1.0,6
252,252,2,5.0,2,3.0,2.0,5.0,1,4.0,1,3.0,1.0,7.0,1.0,8
253,253,1,3.0,5,5.0,2.0,2.0,1,1.0,0,2.0,5.0,7.0,1.0,1
254,254,2,2.0,2,5.0,6.0,3.0,1,2.0,0,2.0,3.0,2.0,3.0,3
255,255,1,1.0,5,5.0,4.0,5.0,2,2.0,0,2.0,3.0,7.0,1.0,7
256,256,2,5.0,1,2.0,2.0,4.0,1,6.0,4,3.0,1.0,5.0,1.0,1
257,257,2,5.0,1,3.0,2.0,5.0,1,3.0,1,3.0,1.0,5.0,1.0,1
258,258,1,5.0,3,4.0,6.0,4.0,1,2.0,0,2.0,5.0,7.0,1.0,4
259,259,2,5.0,3,4.0,6.0,3.0,1,2.0,1,2.0,3.0,7.0,1.0,1
260,260,1,4.0,4,6.0,1.0,5.0,1,2.0,0,2.0,3.0,7.0,1.0,5
261,261,2,1.0,6,4.0,1.0,5.0,3,2.0,0,2.0,3.0,7.0,1.0,3
262,262,2,1.0,5,6.0,1.0,2.0,2,4.0,0,1.0,1.0,7.0,1.0,8
263,263,2,1.0,4,4.0,4.0,5.0,2,4.0,2,1.0,1.0,7.0,1.0,8
264,264,1,4.0,6,4.0,3.0,5.0,1,1.0,0,2.0,3.0,7.0,1.0,5
265,265,2,5.0,2,4.0,6.0,3.0,1,4.0,1,1.0,1.0,2.0,1.0,1
266,266,2,1.0,3,4.0,5.0,5.0,3,2.0,0,1.0,5.0,7.0,1.0,7
267,267,2,3.0,4,4.0,4.0,5.0,1,2.0,0,1.0,1.0,7.0,1.0,3
268,268,2,1.0,4,6.0,1.0,3.0,2,4.0,2,1.0,1.0,7.0,1.0,8
269,269,1,2.0,3,5.0,4.0,1.0,1,6.0,4,2.0,1.0,7.0,1.0,4
270,270,2,1.0,6,5.0,2.0,5.0,2,2.0,0,1.0,1.0,7.0,1.0,8
271,271,2,2.0,2,3.0,2.0,1.0,1,2.0,0,2.0,2.0,7.0,1.0,1
272,272,2,1.0,3,3.0,2.0,5.0,2,2.0,1,2.0,3.0,3.0,1.0,1
273,273,2,5.0,2,5.0,1.0,5.0,1,4.0,0,1.0,1.0,8.0,1.0,9
275,275,2,1.0,4,6.0,1.0,4.0,2,2.0,0,2.0,3.0,7.0,1.0,6
276,276,1,5.0,1,2.0,6.0,4.0,1,3.0,1,3.0,5.0,7.0,1.0,1
277,277,2,1.0,3,5.0,1.0,4.0,2,2.0,0,2.0,3.0,7.0,1.0,4
278,278,1,4.0,7,3.0,8.0,5.0,1,1.0,0,2.0,4.0,7.0,1.0,4
279,279,2,5.0,3,4.0,4.0,1.0,1,4.0,0,2.0,3.0,7.0,1.0,6
280,280,1,1.0,4,4.0,7.0,4.0,2,2.0,0,3.0,1.0,3.0,1.0,7
281,281,1,5.0,2,4.0,2.0,5.0,1,3.0,1,3.0,1.0,7.0,1.0,3
282,282,2,5.0,5,5.0,1.0,5.0,1,1.0,0,1.0,1.0,7.0,1.0,6
283,283,1,1.0,4,5.0,4.0,5.0,2,4.0,2,2.0,3.0,2.0,1.0,6
285,285,1,5.0,3,5.0,2.0,5.0,1,1.0,0,2.0,2.0,5.0,1.0,5
286,286,2,5.0,1,3.0,9.0,4.0,1,3.0,1,3.0,1.0,7.0,1.0,5
287,287,2,1.0,4,4.0,2.0,4.0,2,3.0,1,1.0,1.0,7.0,1.0,9
288,288,2,1.0,7,4.0,8.0,5.0,3,2.0,0,1.0,1.0,7.0,1.0,5
289,289,2,1.0,4,4.0,5.0,2.0,3,4.0,2,2.0,1.0,7.0,1.0,9
290,290,2,1.0,7,6.0,1.0,5.0,3,2.0,0,1.0,2.0,7.0,1.0,6
291,291,2,5.0,3,4.0,1.0,2.0,1,1.0,0,2.0,1.0,7.0,1.0,2
293,293,2,1.0,5,4.0,4.0,5.0,2,5.0,0,2.0,1.0,3.0,1.0,7
296,296,1,2.0,3,6.0,1.0,3.0,1,2.0,0,2.0,2.0,7.0,3.0,7
297,297,2,5.0,2,4.0,6.0,5.0,1,3.0,0,3.0,1.0,7.0,1.0,1
